,id,text,author
15788,id13107,"He had enjoyed my listening to his music, and wished I would come again and not mind his eccentricities.",HP Lovecraft
15381,id14175,"It was, especially, upon retiring to bed late in the night of the seventh or eighth day after the placing of the lady Madeline within the donjon, that I experienced the full power of such feelings.",Edgar Alan Poe
8911,id19234,"Her hair, not as yet more than half loosened for the night from its ball room array, clustered, amid a shower of diamonds, round and round her classical head, in curls like those of the young hyacinth.",Edgar Alan Poe
18815,id24696,"As he justly observed, it was ""simple neat and gave no trouble at all not the least.""",Edgar Alan Poe
222,id04152,"Alfred stood immoveable before him, his whole attention absorbed.",Mary Wollstonecraft Shelley 
16413,id11762,But upon this subject I cannot bear to dilate.,Edgar Alan Poe
5143,id21659,We endeavoured to calm him but our own hearts were not calm.,Mary Wollstonecraft Shelley 
19388,id22286,"These latter did not extend to the floor, but were much longer and narrower than usual they had single shutters like doors the panes were of lozenge form, but quite large.",Edgar Alan Poe
10058,id18632,"The more common conclusion, however, was that the affair was, simply, X traordinary and in X plicable.",Edgar Alan Poe
17727,id22641,"With one exception, you are the only human being besides myself and my valet, who has been admitted within the mysteries of these imperial precincts, since they have been bedizzened as you see"" I bowed in acknowledgment for the overpowering sense of splendor and perfume, and music, together with the unexpected eccentricity of his address and manner, prevented me from expressing, in words, my appreciation of what I might have construed into a compliment.",Edgar Alan Poe
10376,id27406,"Clara had passed the age which, from its mute ignorance, was the source of the fears of Idris.",Mary Wollstonecraft Shelley 
18066,id12698,From somewhere within the works a dog barked in answer; either to the coyote or to something else.,HP Lovecraft
4057,id17812,"It was most narrow at its northern extremity, opening out as it tended southwardly, but with no very precise regularity.",Edgar Alan Poe
16395,id17145,"In the meantime, it was observed by all on board, that he avoided her in the most pointed manner, and, for the most part, shut himself up alone in his state room, where, in fact, he might have been said to live altogether, leaving his wife at full liberty to amuse herself as she thought best, in the public society of the main cabin.",Edgar Alan Poe
3465,id24244,"All the difference is, that his pipe is somewhat bigger than theirs and he can make a greater smoke.",Edgar Alan Poe
5132,id22253,"The secret I would make no difficulty in disclosing, but that it of right belongs to a citizen of Nantz, in France, by whom it was conditionally communicated to myself.",Edgar Alan Poe
11261,id22089,"She has now him in hers since, being unaware that the letter is not in his possession, he will proceed with his exactions as if it was.",Edgar Alan Poe
18497,id12922,"The prospect of such an occupation made every other circumstance of existence pass before me like a dream, and that thought only had to me the reality of life.",Mary Wollstonecraft Shelley 
1267,id01077,"Our men searched him for souvenirs, and found in his coat pocket a very odd bit of ivory carved to represent a youth's head crowned with laurel.",HP Lovecraft
8496,id12205,"I was pouring something from one test tube to another, and West was busy over the alcohol blast lamp which had to answer for a Bunsen burner in this gasless edifice, when from the pitch black room we had left there burst the most appalling and daemoniac succession of cries that either of us had ever heard.",HP Lovecraft
17706,id17492,On her deathbed the fortitude and benignity of this best of women did not desert her.,Mary Wollstonecraft Shelley 
9235,id05300,"""The stupor and surprise produced in my mind by this extraordinary change in the posture of affairs was perhaps, after all, that part of the adventure least susceptible of explanation.",Edgar Alan Poe
10016,id15796,A sudden break was made in the routine of our lives.,Mary Wollstonecraft Shelley 
12599,id10105,"There is no answer, except that we feel perverse, using the word with no comprehension of the principle.",Edgar Alan Poe
8300,id00897,"My wanderings amid such scenes have been many, and far searching, and often solitary; and the interest with which I have strayed through many a dim, deep valley, or gazed into the reflected Heaven of many a bright lake, has been an interest greatly deepened by the thought that I have strayed and gazed alone.",Edgar Alan Poe
3094,id03000,"With painful effort I outstretched my left arm as far as my bonds permitted, and took possession of the small remnant which had been spared me by the rats.",Edgar Alan Poe
4864,id13563,"Selling a portion of his estate to obtain the requisite money, he outfitted an expedition and sailed for the Congo.",HP Lovecraft
14013,id03612,"This point being settled, the Prefect broke forth at once into explanations of his own views, interspersing them with long comments upon the evidence; of which latter we were not yet in possession.",Edgar Alan Poe
19091,id13225,The sun does not more certainly shine in the heavens than that which I now affirm is true.,Mary Wollstonecraft Shelley 
2092,id26890,"Many saw, seated above his vice regal throne, a supreme Providence, who directed his shafts, and guided his progress, and they bowed their heads in resignation, or at least in obedience.",Mary Wollstonecraft Shelley 
10678,id07477,My senses were gratified and refreshed by a thousand scents of delight and a thousand sights of beauty.,Mary Wollstonecraft Shelley 
237,id06098,"The hangman, however, adjusted the noose about my neck.",Edgar Alan Poe
15047,id18786,Ellison became neither musician nor poet; although no man lived more profoundly enamored of music and poetry.,Edgar Alan Poe
2680,id18261,"On the other hand, you are bound by every principle of honor to confess all you know.",Edgar Alan Poe
8817,id03446,"Darkness then came over me and troubled me, but hardly had I felt this when, by opening my eyes, as I now suppose, the light poured in upon me again.",Mary Wollstonecraft Shelley 
17564,id12909,"I shunned the face of man; all sound of joy or complacency was torture to me; solitude was my only consolation deep, dark, deathlike solitude.",Mary Wollstonecraft Shelley 
19538,id11033,"He vows that I was broken down with nervous strain, and badly in need of the long vacation on full pay which he so generously gave me.",HP Lovecraft
11161,id22748,"When we reach the latter, we feel an almost irresistible inclination to class it with spirit, or with nihility.",Edgar Alan Poe
15971,id01964,"It was apparent that my conversation had interested the father in my behalf, and I was a fool in having exposed my person to the horror of his children.",Mary Wollstonecraft Shelley 
13374,id25518,"The Baron afterwards informed me that he had purposely thrown the treatise in Hermann's way two or three weeks before the adventure, and that he was satisfied, from the general tenor of his conversation, that he had studied it with the deepest attention, and firmly believed it to be a work of unusual merit.",Edgar Alan Poe
